0.0000000000,0.0000000000,0.0000000000,0,0,0,9342,0.4758441378,
14.6439358150,0.0000000000,0.3167415971,530,0,530,9342,0.6603338095,
10.0495043928,0.0009443822,0.1621708414,187,10,707,9342,0.7753934503,
8.6409419428,0.0016399083,0.1159280668,67,46,728,9342,0.7922852445,
8.5055319563,0.0018039664,0.1164632841,62,64,726,9342,0.7972129126,
8.4979109130,0.0016285278,0.1121815457,56,55,726,9342,0.7924614225,
8.4976121279,0.0014542671,0.1011560694,61,58,729,9342,0.7942146938,
8.4944036908,0.0015245776,0.1102547634,66,63,732,9342,0.8004014608,
8.4592046046,0.0016742944,0.1097195461,57,63,726,9342,0.7985498470,
8.5414303053,0.0014504401,0.1059730250,60,57,729,9342,0.8004568312,
8.5675816685,0.0017065754,0.1117533719,57,62,723,9342,0.7998935077,
8.5770182624,0.0016933029,0.1082209377,55,54,724,9342,0.7833605039,
8.5145959933,0.0014098107,0.1108970242,63,49,737,9342,0.8089983045,
8.5267264717,0.0017365043,0.1087561550,46,65,717,9342,0.8027195748,
8.6456318525,0.0017812852,0.1188182402,56,60,713,9342,0.7900843330,
8.6329622188,0.0013431706,0.0995504175,56,48,719,9342,0.7976589126,
8.7035793169,0.0016534241,0.1143224149,71,70,719,9342,0.7849647862,
8.6295073555,0.0016416763,0.1169985014,79,65,733,9342,0.8007555304,
8.4747602573,0.0015320440,0.1123956326,62,74,721,9342,0.7928050164,
8.6427796595,0.0015930540,0.1178548491,71,75,717,9342,0.7956178074,
8.5959012152,0.0018640850,0.1171055449,58,53,722,9342,0.8087350893,
8.7190378431,0.0017624953,0.1129308499,59,67,713,9342,0.7886394419,
8.6647430424,0.0015378788,0.1137871976,64,56,720,9342,0.7961666894,
8.6963205534,0.0016874292,0.1147505887,68,70,717,9342,0.7969170806,
8.7417885941,0.0014689266,0.1088631985,69,69,715,9342,0.7908585250,
8.6303759746,0.0015889268,0.1078998073,53,46,721,9342,0.8035745523,
8.6664963426,0.0016927666,0.1091843288,51,66,706,9342,0.7912413616,
8.6663768508,0.0015223097,0.0964461571,47,42,711,9342,0.7968924281,
8.7203177716,0.0015148106,0.1060800685,58,56,711,9342,0.7910746604,
8.6907701076,0.0016107383,0.1068293727,53,57,706,9342,0.7899720842,
8.7351217031,0.0015492424,0.1095054592,63,49,720,9342,0.7993887211,
8.6740995985,0.0014985052,0.1073645900,60,72,708,9342,0.7863673280,
8.7390864039,0.0015585893,0.1174266752,76,63,721,9342,0.8013944558,
8.6271647728,0.0017064846,0.1069364162,55,55,721,9342,0.8038757636,
8.7207121374,0.0015185602,0.1065082423,61,71,711,9342,0.7837945948,
8.6827045418,0.0013933181,0.1068293727,62,51,722,9342,0.7922309194,
8.6025170626,0.0017793051,0.1278098908,71,66,727,9342,0.7984277230,
8.5823226531,0.0016836928,0.1116463284,53,59,719,9342,0.7972162187,
8.6278888939,0.0016967645,0.1141083280,59,64,714,9342,0.7948567694,
8.7953082898,0.0016305587,0.1093984158,70,61,723,9342,0.7956879431,
8.5404974253,0.0015089320,0.0998715478,44,43,723,9342,0.8007928081,
8.6000134774,0.0018243243,0.1090772854,51,62,712,9342,0.7959459243,
8.7037521129,0.0016816479,0.1125026761,61,61,710,9342,0.7919013918,
8.7355173635,0.0016141141,0.1104688504,60,58,712,9342,0.7899601176,
8.6914978051,0.0016422398,0.1113251980,57,55,713,9342,0.7970348429,
8.7117985771,0.0015585384,0.1121815457,58,65,706,9342,0.7891982484,
8.8202268997,0.0014785553,0.1062941554,65,57,714,9342,0.7979491379,
8.8213087944,0.0015805243,0.1144294584,72,76,710,9342,0.7888340062,
8.6355573434,0.0016063348,0.1041532862,50,44,716,9342,0.8008884410,
8.6947902070,0.0015692884,0.1091843288,53,59,710,9342,0.7941859644,
8.6777783393,0.0017417417,0.1114322415,55,53,712,9342,0.7902950841,
8.6710892154,0.0016742597,0.1175337187,61,51,722,9342,0.7999600460,
8.6755164521,0.0017307692,0.1168914579,59,65,716,9342,0.7856786189,
8.6900973834,0.0016514460,0.1120745022,60,52,724,9342,0.8003915002,
8.6476788169,0.0016177577,0.1187111967,74,83,714,9342,0.7938610167,
8.7116862574,0.0016498316,0.1158210233,67,71,709,9342,0.7883293130,
8.7050244282,0.0017573696,0.1213872832,71,62,718,9342,0.7914235256,
8.6487494691,0.0016459041,0.1100406765,57,57,717,9342,0.7985173474,
8.6661481025,0.0017508418,0.1194605010,64,71,709,9342,0.7920438689,
8.7744210527,0.0016124205,0.1143224149,63,63,709,9342,0.7915838220,
8.7594599139,0.0017348485,0.1169985014,70,59,720,9342,0.8051795533,
8.6845226832,0.0016797020,0.1167844145,52,65,705,9342,0.7916271068,
8.7761323351,0.0016629213,0.1115392849,63,58,710,9342,0.7973270697,
8.7324849036,0.0017757713,0.1197816313,59,55,714,9342,0.8042712081,
8.7348850432,0.0015901456,0.1118604153,50,57,707,9342,0.7918988355,
8.7909400864,0.0013776276,0.1041532862,62,57,712,9342,0.8018709727,
8.7386634461,0.0019042316,0.1190323271,62,72,702,9342,0.7834504280,
8.7830952276,0.0015520481,0.1093984158,63,52,713,9342,0.7946818076,
8.7248348321,0.0017265918,0.1169985014,63,64,710,9342,0.7985276666,
8.7537538319,0.0018069585,0.1202098052,58,59,709,9342,0.8023518290,
8.8458049221,0.0017147081,0.1161421537,64,75,698,9342,0.7771842972,
8.7884053513,0.0015068493,0.1113251980,76,49,724,9342,0.8066238991,
8.6582392771,0.0015103578,0.1083279812,51,58,715,9342,0.7927856193,
8.7264814906,0.0015987934,0.1095054592,58,57,716,9342,0.8001953596,
8.7477273430,0.0017002990,0.1209591094,72,79,708,9342,0.8010435598,
8.8576535255,0.0017994100,0.1126097195,60,72,696,9342,0.7838609077,
8.7842761945,0.0015973003,0.1075786769,57,42,711,9342,0.7939309043,
8.7434890662,0.0015058645,0.1107899807,59,51,719,9342,0.7984205851,
8.6776418517,0.0016086794,0.1065082423,52,61,709,9342,0.8034144422,
8.8752483365,0.0016758545,0.1167844145,66,81,693,9342,0.7801125843,
8.8512109403,0.0013898305,0.1017983301,64,42,715,9342,0.8073218733,
8.8611003187,0.0017520416,0.1242774566,67,80,702,9342,0.7882285652,
8.8112603604,0.0016779026,0.1111111111,60,52,710,9342,0.7961428081,
8.7543441435,0.0015767790,0.1108970242,65,65,710,9342,0.8023922120,
8.8477310795,0.0018642804,0.1192464140,64,68,706,9342,0.8033292123,
8.8314415598,0.0017407407,0.1184971098,58,64,700,9342,0.7813788773,
8.8230311434,0.0014025086,0.1180689360,68,44,723,9342,0.7982232935,
8.7273149529,0.0015216573,0.1162491972,66,73,715,9342,0.8067573972,
8.8065580578,0.0018043155,0.1190323271,65,75,704,9342,0.7929169527,
8.8432082121,0.0015803303,0.1095054592,62,54,712,9342,0.8041928794,
8.7285218887,0.0016871508,0.1119674588,55,62,705,9342,0.7911236123,
